Candidate_ID,Application_Date,Department,Job_Role,Recruitment_Source,Candidate_Status,Interview_Score,Experience_Years,Expected_Salary,Offered_Salary,Hiring_Date,Time_to_Hire,Recruitment_Cost
CAND0523,2024-01-06,Operations,Logistics Coordinator,College Campus,Interviewed,91,11,72324,0,,,156
CAND0524,2022-02-20,Customer Service,Customer Success Manager,LinkedIn,Rejected,69,0,78592,0,,,298
CAND0525,2025-09-01,HR,HR Generalist,Referral,Interviewed,69,12,81169,0,,,41
CAND0526,2024-08-10,HR,Talent Acquisition Specialist,Indeed,Interviewed,30,9,86268,0,,,80
CAND0527,2025-06-22,HR,HR Generalist,College Campus,Joined,97,0,49047,54124,2025-07-12,20.0,1579
CAND0528,2020-03-06,Finance,Financial Analyst,Indeed,Applied,50,4,95051,0,,,224
CAND0529,2024-02-28,IT,Software Engineer,Executive Search,Shortlisted,76,3,82766,0,,,1309
CAND0530,2021-03-03,Marketing,Content Writer,College Campus,Interviewed,38,2,45165,0,,,105
CAND0531,2025-07-13,HR,Benefits Specialist,Glassdoor,Selected,62,4,71512,69160,2025-09-14,63.0,2393
CAND0532,2020-06-06,Finance,Finance Manager,Indeed,Applied,80,4,108610,0,,,178
CAND0533,2026-04-02,Customer Service,Support Lead,Glassdoor,Interviewed,54,10,79251,0,,,102
CAND0534,2022-01-09,Finance,Auditor,Indeed,Interviewed,57,12,100696,0,,,189
CAND0535,2020-09-30,IT,QA Engineer,LinkedIn,Rejected,72,5,83514,0,,,393
CAND0536,2025-08-09,Customer Service,Customer Success Manager,Glassdoor,Joined,87,13,129979,133612,2025-09-01,23.0,1548
CAND0537,2025-12-26,Marketing,Brand Manager,College Campus,Applied,88,1,83674,0,,,69
CAND0538,2023-09-05,Operations,Operations Analyst,College Campus,Shortlisted,91,2,77685,0,,,77
CAND0539,2025-03-06,Marketing,Marketing Specialist,LinkedIn,Joined,86,1,57671,63303,2025-03-29,23.0,2035
CAND0540,2025-01-13,IT,Senior Developer,LinkedIn,Joined,79,4,170346,173388,2025-03-04,50.0,4452
CAND0541,2021-04-09,HR,Talent Acquisition Specialist,Executive Search,Rejected,67,4,55821,0,,,1640
CAND0542,2024-12-24,Customer Service,Customer Support Agent,Referral,Shortlisted,70,0,44722,0,,,40
CAND0543,2025-08-22,HR,HR Manager,Indeed,Joined,86,3,127603,123030,2025-10-16,55.0,2460
CAND0544,2026-02-16,Marketing,Content Writer,Glassdoor,Joined,81,0,51108,50091,2026-03-30,42.0,2322
CAND0545,2023-12-20,Finance,Senior Accountant,LinkedIn,Shortlisted,88,0,79919,0,,,435
CAND0546,2022-07-18,Customer Service,Support Lead,Indeed,Interviewed,89,13,87865,0,,,199
CAND0547,2025-02-11,Sales,Account Manager,Glassdoor,Applied,60,6,102561,0,,,114
CAND0548,2025-10-16,Finance,Senior Accountant,Referral,Joined,93,8,114311,109612,2025-12-11,56.0,781
CAND0549,2023-12-03,HR,Benefits Specialist,Executive Search,Shortlisted,83,1,62123,0,,,1513
CAND0550,2025-04-18,HR,HR Manager,Glassdoor,Rejected,73,8,119854,0,,,223
CAND0551,2020-12-08,Sales,Sales Director,Referral,Shortlisted,81,0,159327,0,,,61
CAND0552,2026-03-31,HR,Talent Acquisition Specialist,LinkedIn,Joined,96,16,102067,102360,2026-05-18,48.0,2141
CAND0553,2022-04-19,Marketing,Marketing Specialist,Indeed,Rejected,32,0,68994,0,,,140
CAND0554,2026-04-25,Customer Service,Support Lead,Indeed,Joined,93,5,80935,78607,2026-06-09,45.0,903
CAND0555,2022-06-10,Operations,Operations Analyst,College Campus,Applied,38,1,66277,0,,,193
CAND0556,2021-01-30,HR,Benefits Specialist,Referral,Applied,51,11,91133,0,,,69
CAND0557,2023-02-11,Operations,Logistics Coordinator,Indeed,Applied,49,3,51612,0,,,125
CAND0558,2025-01-23,Marketing,Digital Marketing Manager,LinkedIn,Selected,84,0,78843,82094,2025-03-27,63.0,2860
CAND0559,2025-07-08,IT,System Administrator,Glassdoor,Joined,78,0,78748,75601,2025-08-07,30.0,1232
CAND0560,2022-08-23,HR,Talent Acquisition Specialist,Referral,Rejected,63,9,87175,0,,,63
CAND0561,2025-05-24,Customer Service,Customer Support Agent,LinkedIn,Applied,64,3,41509,0,,,400
CAND0562,2024-06-26,HR,HR Manager,College Campus,Rejected,64,0,109384,0,,,112
CAND0563,2026-01-17,Customer Service,Customer Support Agent,Glassdoor,Joined,92,9,72755,73077,2026-03-09,51.0,2708
CAND0564,2025-03-30,Customer Service,Customer Success Manager,Glassdoor,Shortlisted,83,3,100655,0,,,242
CAND0565,2022-02-13,Sales,Sales Representative,Glassdoor,Rejected,32,7,58279,0,,,134
CAND0566,2026-03-13,HR,HR Manager,Referral,Selected,81,6,125564,119418,2026-05-18,66.0,507
CAND0567,2025-11-23,HR,HR Manager,Indeed,Joined,75,2,111231,112788,2026-01-13,51.0,2240
CAND0568,2023-11-09,IT,QA Engineer,Glassdoor,Shortlisted,69,12,96001,0,,,129
CAND0569,2026-01-01,Sales,Account Manager,Executive Search,Shortlisted,83,1,84845,0,,,1286
CAND0570,2022-02-11,Finance,Senior Accountant,Executive Search,Applied,93,5,107540,0,,,1435
CAND0571,2023-09-06,Operations,Operations Analyst,Executive Search,Shortlisted,76,2,63471,0,,,2135
CAND0572,2025-06-19,Customer Service,Customer Success Manager,Indeed,Joined,84,3,122839,117731,2025-07-16,27.0,2200
CAND0573,2022-09-19,Marketing,Marketing Specialist,Glassdoor,Rejected,53,0,70573,0,,,171
CAND0574,2025-06-07,Sales,Business Development Associate,LinkedIn,Joined,92,9,89744,89379,2025-07-22,45.0,2869
CAND0575,2022-02-04,HR,HR Generalist,Indeed,Applied,91,8,69453,0,,,136
CAND0576,2024-11-22,Marketing,Content Writer,Glassdoor,Joined,96,2,43344,46545,2025-01-16,55.0,1370
CAND0577,2021-07-09,Sales,Sales Director,LinkedIn,Applied,90,6,212252,0,,,253
CAND0578,2026-04-07,Customer Service,Customer Success Manager,LinkedIn,Joined,92,5,121464,127035,2026-05-28,51.0,4426
CAND0579,2021-12-16,HR,HR Generalist,Indeed,Shortlisted,71,6,58749,0,,,161
CAND0580,2026-02-24,HR,Talent Acquisition Specialist,Glassdoor,Joined,79,5,97692,102943,2026-03-26,30.0,2677
CAND0581,2025-04-12,Operations,Supply Chain Planner,Referral,Joined,77,0,78526,82240,2025-06-11,60.0,665
CAND0582,2025-01-15,Customer Service,Support Lead,LinkedIn,Joined,76,4,69707,68301,2025-03-02,46.0,2592
CAND0583,2021-04-16,Operations,Operations Analyst,Glassdoor,Applied,68,6,75850,0,,,180
CAND0584,2025-12-18,Marketing,Brand Manager,Indeed,Joined,93,1,134599,135535,2026-01-07,20.0,1560
CAND0585,2022-09-23,Customer Service,Customer Support Agent,Indeed,Applied,34,2,46404,0,,,237
CAND0586,2026-03-26,Marketing,Marketing Specialist,Indeed,Rejected,74,0,48698,0,,,151
CAND0587,2022-02-27,HR,HR Manager,College Campus,Rejected,38,5,132997,0,,,72
CAND0588,2025-11-06,Operations,Operations Analyst,Executive Search,Joined,85,0,60964,63925,2025-12-22,46.0,13986
CAND0589,2021-06-23,Sales,Business Development Associate,Indeed,Rejected,46,9,73573,0,,,163
CAND0590,2025-08-29,Finance,Financial Analyst,Referral,Joined,78,1,92543,91469,2025-10-10,42.0,437
CAND0591,2023-02-07,IT,Data Scientist,Executive Search,Rejected,65,11,137607,0,,,1717
CAND0592,2025-12-02,Customer Service,Customer Support Agent,LinkedIn,Joined,89,0,47444,49146,2025-12-17,15.0,1799
CAND0593,2025-04-04,HR,Talent Acquisition Specialist,LinkedIn,Joined,79,6,94840,104426,2025-05-07,33.0,3986
CAND0594,2025-07-19,Sales,Sales Director,Executive Search,Shortlisted,87,8,185042,0,,,1326
CAND0595,2025-02-08,Sales,Sales Representative,Executive Search,Joined,81,10,101738,101342,2025-04-07,58.0,18921
CAND0596,2026-04-04,Sales,Sales Representative,Indeed,Joined,76,3,76976,76081,2026-05-21,47.0,2014
CAND0597,2025-02-04,IT,System Administrator,LinkedIn,Joined,77,2,86023,82917,2025-02-21,17.0,3210
CAND0598,2021-11-03,Customer Service,Customer Support Agent,Executive Search,Interviewed,92,5,58339,0,,,2041
CAND0599,2025-01-19,Marketing,Marketing Specialist,College Campus,Applied,65,6,75395,0,,,184
CAND0600,2025-10-25,Operations,Supply Chain Planner,LinkedIn,Joined,92,5,86810,88722,2025-11-24,30.0,3169
CAND0601,2024-06-26,Sales,Sales Director,LinkedIn,Rejected,75,5,205341,0,,,322
CAND0602,2020-04-19,IT,System Administrator,Executive Search,Interviewed,78,0,70946,0,,,1855
CAND0603,2024-01-27,Marketing,Digital Marketing Manager,Referral,Applied,34,5,90945,0,,,79
CAND0604,2020-01-06,Operations,Supply Chain Planner,Indeed,Selected,64,0,77060,78360,2020-03-21,75.0,1394
CAND0605,2021-10-16,Operations,Logistics Coordinator,Referral,Shortlisted,66,4,52873,0,,,77
CAND0606,2021-11-20,Operations,Operations Analyst,College Campus,Applied,81,11,100483,0,,,140
CAND0607,2025-06-16,Marketing,Brand Manager,LinkedIn,Applied,66,8,158158,0,,,374
CAND0608,2024-12-06,IT,Data Scientist,Indeed,Joined,77,0,130582,139061,2025-01-19,44.0,1784
CAND0609,2026-04-26,HR,Benefits Specialist,Indeed,Joined,88,7,66859,69876,2026-05-13,17.0,1854
CAND0610,2024-10-09,Sales,Sales Director,LinkedIn,Shortlisted,92,1,175278,0,,,191
CAND0611,2024-12-26,Marketing,Marketing Specialist,LinkedIn,Joined,86,7,84801,87908,2025-01-29,34.0,2938
CAND0612,2021-10-05,Customer Service,Support Lead,Referral,Rejected,61,4,61397,0,,,81
CAND0613,2025-12-17,Customer Service,Customer Success Manager,Indeed,Joined,95,10,87370,90461,2026-02-10,55.0,2005
CAND0614,2022-12-21,IT,Software Engineer,Indeed,Interviewed,74,1,82202,0,,,147
CAND0615,2025-12-25,HR,Talent Acquisition Specialist,Referral,Shortlisted,80,4,56379,0,,,99
CAND0616,2025-03-26,Marketing,Marketing Specialist,LinkedIn,Joined,90,0,83480,83220,2025-05-04,39.0,3470
CAND0617,2026-03-13,Customer Service,Customer Success Manager,College Campus,Joined,88,1,82932,90522,2026-04-07,25.0,1079
CAND0618,2020-11-17,Operations,Logistics Coordinator,LinkedIn,Applied,37,9,67371,0,,,303
CAND0619,2020-03-14,Finance,Finance Manager,Glassdoor,Interviewed,73,7,140011,0,,,220
CAND0620,2024-10-16,Marketing,Marketing Specialist,Executive Search,Interviewed,56,14,103916,0,,,2012
CAND0621,2024-05-03,Sales,Account Manager,College Campus,Shortlisted,69,9,98423,0,,,69
CAND0622,2022-02-11,IT,Senior Developer,Glassdoor,Interviewed,37,5,128162,0,,,106
CAND0623,2021-05-03,Finance,Senior Accountant,Glassdoor,Interviewed,58,7,90343,0,,,200
CAND0624,2023-09-21,Operations,Operations Manager,LinkedIn,Rejected,62,4,122477,0,,,261
CAND0625,2025-04-07,Sales,Account Manager,College Campus,Shortlisted,74,0,71771,0,,,70
CAND0626,2021-03-27,Customer Service,Support Lead,Indeed,Shortlisted,87,10,85015,0,,,209
CAND0627,2022-02-15,IT,Senior Developer,Indeed,Applied,58,9,168376,0,,,87
CAND0628,2020-11-13,Operations,Supply Chain Planner,Referral,Applied,40,4,88859,0,,,67
CAND0629,2020-11-13,Operations,Operations Analyst,Glassdoor,Rejected,51,6,82593,0,,,280
CAND0630,2023-06-04,Finance,Financial Analyst,Referral,Shortlisted,64,9,116750,0,,,48
CAND0631,2026-01-30,Operations,Supply Chain Planner,Referral,Joined,90,1,73376,74944,2026-02-22,23.0,600
CAND0632,2024-09-26,Sales,Sales Representative,College Campus,Shortlisted,74,8,70804,0,,,66
CAND0633,2026-01-20,HR,HR Manager,Referral,Joined,87,5,142915,144108,2026-03-06,45.0,864
CAND0634,2022-07-30,Customer Service,Support Lead,Glassdoor,Applied,48,0,55245,0,,,263
CAND0635,2024-07-25,Operations,Logistics Coordinator,Glassdoor,Interviewed,80,5,61525,0,,,248
CAND0636,2024-12-12,Operations,Operations Analyst,LinkedIn,Joined,82,0,78809,81305,2025-01-25,44.0,2729
CAND0637,2024-07-14,HR,HR Generalist,LinkedIn,Applied,49,4,66653,0,,,428
CAND0638,2021-01-12,Marketing,Marketing Specialist,Glassdoor,Interviewed,61,9,95117,0,,,217
CAND0639,2022-03-30,Sales,Sales Representative,LinkedIn,Shortlisted,61,9,76742,0,,,382
CAND0640,2025-03-27,IT,Software Engineer,College Campus,Applied,70,10,129855,0,,,127
CAND0641,2026-03-06,Operations,Logistics Coordinator,Glassdoor,Shortlisted,77,0,54485,0,,,112
CAND0642,2022-05-22,HR,HR Manager,LinkedIn,Applied,38,1,118345,0,,,192
CAND0643,2025-06-22,HR,HR Manager,LinkedIn,Joined,95,4,121746,132978,2025-08-11,50.0,1539
CAND0644,2025-12-26,Finance,Financial Analyst,Executive Search,Applied,70,9,107230,0,,,1389
CAND0645,2022-08-26,Marketing,Marketing Specialist,Glassdoor,Shortlisted,94,2,64620,0,,,184
CAND0646,2025-01-28,Customer Service,Support Lead,Indeed,Joined,76,2,59018,57805,2025-03-01,32.0,1591
CAND0647,2021-10-22,Finance,Auditor,College Campus,Applied,55,0,58426,0,,,103
CAND0648,2022-09-04,Finance,Auditor,Glassdoor,Shortlisted,69,7,89597,0,,,167
CAND0649,2023-11-14,Sales,Sales Director,LinkedIn,Selected,53,2,134546,130708,2024-01-01,48.0,2587
CAND0650,2025-07-23,Marketing,Brand Manager,Indeed,Joined,93,19,209231,210916,2025-09-16,55.0,1875
